platform,video_id,thread_index,comment_id,parent_id,is_reply,author,author_channel_id,author_channel_url,text,likes,published_at,updated_at,total_reply_count
YouTube,BIh3FhgM49E,20,UgweczxM4L3Py51fYFB4AaABAg.A_QlNBSi2OqA_RVwnn8d8H,UgweczxM4L3Py51fYFB4AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,Who would you swap him out for,1,2026-08-13T05:35:55Z,2026-08-13T05:35:55Z,
YouTube,BIh3FhgM49E,21,UgxyAj1_vzDr_8djMLp4AaABAg,,False,@gustavotriqui,UCHio9HNdulVHt3jgIhDrvPA,http://www.youtube.com/@gustavotriqui,"In about 2 months or so, when people can have his relic, you will have to remove a character (any of them) to make room for Anuphet.",3,2026-08-12T22:32:16Z,2026-08-12T22:32:16Z,1
YouTube,BIh3FhgM49E,21,UgxyAj1_vzDr_8djMLp4AaABAg.A_QkSwHrAstA_RVoEOIQdT,UgxyAj1_vzDr_8djMLp4AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,Yeah I think he will be a beast,1,2026-08-13T05:34:44Z,2026-08-13T05:34:44Z,
YouTube,BIh3FhgM49E,22,UgyPBt3LO_hkYfAJCpR4AaABAg,,False,@sigmarssohn81,UCvIeKRzEVeuxzJ5YMRGlo9A,http://www.youtube.com/@sigmarssohn81,talks about LRE shows arena,0,2026-08-12T22:12:12Z,2026-08-12T22:12:12Z,1
YouTube,BIh3FhgM49E,22,UgyPBt3LO_hkYfAJCpR4AaABAg.A_QiA-xQdodA_RVlqQVoH6,UgyPBt3LO_hkYfAJCpR4AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,I don’t have access to the content creator builds anywhere so I can only do what I can do,0,2026-08-13T05:34:25Z,2026-08-13T05:34:25Z,
YouTube,BIh3FhgM49E,23,UgwWuBj7SE5JjM1sl4Z4AaABAg,,False,@seraphsleeping1804,UCf3YomReuhpv5lzQ3igPqUw,http://www.youtube.com/@seraphsleeping1804,Titus and Angrax didn't even get a honourable mention!,3,2026-08-12T20:35:17Z,2026-08-12T20:35:17Z,2
YouTube,BIh3FhgM49E,23,UgwWuBj7SE5JjM1sl4Z4AaABAg.A_QY48P0yF8A_QqMMzmmHa,UgwWuBj7SE5JjM1sl4Z4AaABAg,True,@user-hm7gg9dp5x,UCndbzGeE6EsZZ5gI9SAhycw,http://www.youtube.com/@user-hm7gg9dp5x,"I don't know about LRE, but I've struggled against really high level Titus in Arena. When he's kind of at the limit of my ability to kill, that resurrection can be maddening. I've had a couple where I only won because the timer started ticking down, and the map started getting destroyed. I managed to outmaneuver the AI and eke out a win... by the skin of my teeth. If I was smart, my own Titus would be diamond 3",1,2026-08-12T23:23:48Z,2026-08-12T23:23:48Z,
YouTube,BIh3FhgM49E,23,UgwWuBj7SE5JjM1sl4Z4AaABAg.A_QY48P0yF8A_RVykNZbiv,UgwWuBj7SE5JjM1sl4Z4AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,Def both top 20,0,2026-08-13T05:36:11Z,2026-08-13T05:36:11Z,
YouTube,BIh3FhgM49E,24,UgyrJJFSh_nMjI-FRR54AaABAg,,False,@keanoma5874,UCUMmFBVc2qvEECPk7zm_A-w,http://www.youtube.com/@keanoma5874,"Gibba with the relics should be in top 12 easely, his passiv at 50 is just so good and still tanky, and can be heal by non mechanical healer to, at later stage find it more resilient/usefull than aleph",2,2026-08-12T19:51:02Z,2026-08-12T19:51:02Z,1
YouTube,BIh3FhgM49E,24,UgyrJJFSh_nMjI-FRR54AaABAg.A_QT032Vxw-A_QYEDo8vR6,UgyrJJFSh_nMjI-FRR54AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,That is a bold shout!,1,2026-08-12T20:36:40Z,2026-08-12T20:36:40Z,
YouTube,BIh3FhgM49E,25,UgxgRFW8rYBsSsqaW0Z4AaABAg,,False,@earthvibes69,UC1rKkL7-ZsKXd3v8wEDqSuA,http://www.youtube.com/@earthvibes69,Awesome reveiw!,1,2026-08-12T19:22:33Z,2026-08-12T19:22:33Z,0
YouTube,BIh3FhgM49E,26,UgyUZzKqX-YTWMV-RXJ4AaABAg,,False,@davidsadler5158,UCiAU4pX3V-cNKlmfGt-yu6Q,http://www.youtube.com/@davidsadler5158,No Arjac? He’s a good damage sponge,0,2026-08-12T18:54:20Z,2026-08-12T18:54:20Z,1
YouTube,BIh3FhgM49E,26,UgyUZzKqX-YTWMV-RXJ4AaABAg.A_QMWm-GxRVA_QPGfC144o,UgyUZzKqX-YTWMV-RXJ4AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,"I love Arjac, but who would you swap him for?",0,2026-08-12T19:18:21Z,2026-08-12T19:18:21Z,
YouTube,BIh3FhgM49E,27,UgyxJ9U5UDUurQ7B8dZ4AaABAg,,False,@martincorpet6999,UCTmX-UXDhLLXFMRhQBOs1og,http://www.youtube.com/@martincorpet6999,"No Tan Gida? At D3, he can pretty much solo up to battle 12 with his skitarii... Other honorable mentions: Typhus, Aesoth, Gibba w Relic, Gulgortz, Abaddon. Other worthy dudes : any healer, Angrax and Trajann for the auto kills, Sho Syl, Lucien, Mataneo... the list goes on and on",8,2026-08-12T18:52:19Z,2026-08-12T18:52:19Z,2
YouTube,BIh3FhgM49E,27,UgyxJ9U5UDUurQ7B8dZ4AaABAg.A_QMI-sFXmWA_QPK8ehjhb,UgyxJ9U5UDUurQ7B8dZ4AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,"Actually, tan gida should be equal 10th or in place of snotflogga.   He is great",5,2026-08-12T19:18:50Z,2026-08-12T19:18:50Z,
YouTube,BIh3FhgM49E,27,UgyxJ9U5UDUurQ7B8dZ4AaABAg.A_QMI-sFXmWA_TPI3z31gu,UgyxJ9U5UDUurQ7B8dZ4AaABAg,True,@notbrad4873,UCoozk3-uA7I_04_o6Da8rAA,http://www.youtube.com/@notbrad4873,Why Aesoth and Typhus,0,2026-08-13T23:16:16Z,2026-08-13T23:16:16Z,
YouTube,BIh3FhgM49E,28,UgyFhGtYTNHgv8nen0l4AaABAg,,False,@xxeddiekingxx,UCm-wAnybc381A65N9teciyA,http://www.youtube.com/@xxeddiekingxx,"I'm going to get issabella, rotbone and kariyan from the anniversary event as someone who has only been playing a month, did i make the right picks?",4,2026-08-12T18:20:44Z,2026-08-12T18:20:44Z,2
YouTube,BIh3FhgM49E,28,UgyFhGtYTNHgv8nen0l4AaABAg.A_QIffRdXvkA_QPE_wW-B7,UgyFhGtYTNHgv8nen0l4AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,"Absolutely, you will use them for a very long time",2,2026-08-12T19:18:04Z,2026-08-12T19:18:04Z,
YouTube,BIh3FhgM49E,28,UgyFhGtYTNHgv8nen0l4AaABAg.A_QIffRdXvkA_QZZgDJD_b,UgyFhGtYTNHgv8nen0l4AaABAg,True,@computercrack,UCvuJMWewqilz_nLGn48TqWg,http://www.youtube.com/@computercrack,"Not bad choices,  altough I would argue Isabella. Outside of LRE you hardly ever use her. Also I don't know what choices where available.",2,2026-08-12T20:48:20Z,2026-08-12T20:48:20Z,
YouTube,BIh3FhgM49E,29,UgytA1fILCg8wMEVU7p4AaABAg,,False,@MDRLOz,UClORSYnWXZmhRhMGEXLXUrQ,http://www.youtube.com/@MDRLOz,Didn't even mention how rotbones relic also lets him do some nice AoE damage as well.,5,2026-08-12T18:03:38Z,2026-08-12T18:03:38Z,3
YouTube,BIh3FhgM49E,29,UgytA1fILCg8wMEVU7p4AaABAg.A_QGiLuRgk1A_QPMNqFEii,UgytA1fILCg8wMEVU7p4AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,"Good point, I will do better in future",0,2026-08-12T19:19:08Z,2026-08-12T19:19:08Z,
YouTube,BIh3FhgM49E,29,UgytA1fILCg8wMEVU7p4AaABAg.A_QGiLuRgk1A_QYVF_2Lo3,UgytA1fILCg8wMEVU7p4AaABAg,True,@computercrack,UCvuJMWewqilz_nLGn48TqWg,http://www.youtube.com/@computercrack,True but usually you're using him for healing so that's not quite as relevant. Armor reduction is a huge bonus,0,2026-08-12T20:38:59Z,2026-08-12T20:38:59Z,
YouTube,BIh3FhgM49E,29,UgytA1fILCg8wMEVU7p4AaABAg.A_QGiLuRgk1A_QjkPpf5j9,UgytA1fILCg8wMEVU7p4AaABAg,True,@gustavotriqui,UCHio9HNdulVHt3jgIhDrvPA,http://www.youtube.com/@gustavotriqui,"​@computercrack it depends. I use him mainly for healing, but around wave 5, when the floor is full with dudes and both his contagion aura and Maladus own aura are maxed, a single hit from him will create a nuke explosion that will prevent way more damage than he can heal in a turn. A typical 1-2-3 combo of him, Maladus active and Abbadon's swipe with the relic instantly kill up to 12 enemies.",1,2026-08-12T22:26:03Z,2026-08-12T22:26:03Z,
YouTube,BIh3FhgM49E,30,UgyJDPhjEwyRDWg3oBN4AaABAg,,False,@Keilink,UCdxaR0VX9F49gpdmW57S_lw,http://www.youtube.com/@Keilink,"I'd probably put Re'vas somewhere in there, but only if she has her signature weapon xD",1,2026-08-12T18:02:18Z,2026-08-12T18:18:29Z,4
YouTube,BIh3FhgM49E,30,UgyJDPhjEwyRDWg3oBN4AaABAg.A_QGZb4pA63A_QNPY3Xb4o,UgyJDPhjEwyRDWg3oBN4AaABAg,True,@vrooman7134,UCeNbr6fnb4zKfSzRU6AjgeQ,http://www.youtube.com/@vrooman7134,She’s on the list lol,0,2026-08-12T19:02:05Z,2026-08-12T19:02:05Z,
YouTube,BIh3FhgM49E,30,UgyJDPhjEwyRDWg3oBN4AaABAg.A_QGZb4pA63A_QSki-B5oj,UgyJDPhjEwyRDWg3oBN4AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,"Jeez, I thought for a moment that I had somehow forgotten her 😂",1,2026-08-12T19:48:48Z,2026-08-12T19:48:48Z,
YouTube,BIh3FhgM49E,30,UgyJDPhjEwyRDWg3oBN4AaABAg.A_QGZb4pA63A_QhvGkqoK7,UgyJDPhjEwyRDWg3oBN4AaABAg,True,@Keilink,UCdxaR0VX9F49gpdmW57S_lw,http://www.youtube.com/@Keilink,@DBPreacherTacticus WOOPS!! my bad x'D,0,2026-08-12T22:10:03Z,2026-08-12T22:10:03Z,
YouTube,BIh3FhgM49E,30,UgyJDPhjEwyRDWg3oBN4AaABAg.A_QGZb4pA63A_QhwXCfYzG,UgyJDPhjEwyRDWg3oBN4AaABAg,True,@Keilink,UCdxaR0VX9F49gpdmW57S_lw,http://www.youtube.com/@Keilink,@vrooman7134 Yeah I failed rofl,0,2026-08-12T22:10:14Z,2026-08-12T22:10:14Z,
YouTube,BIh3FhgM49E,31,UgxuJi1zPcPXBA1gaad4AaABAg,,False,@knife0party,UCsOnU8ACdOJrAmOCzS-84pA,http://www.youtube.com/@knife0party,The fact that you basically cant use isabella anymore should drop her more than 1 spot,6,2026-08-12T17:40:00Z,2026-08-12T17:40:00Z,5
YouTube,BIh3FhgM49E,31,UgxuJi1zPcPXBA1gaad4AaABAg.A_QE0InKK8fA_QGS-j4Nnt,UgxuJi1zPcPXBA1gaad4AaABAg,True,@DBPreacherTacticus,UCH1LnWpEBQkT8zIYIeKazlw,http://www.youtube.com/@DBPreacherTacticus,"She’s the only one who ever got me to stage 18, that raises her a spot",2,2026-08-12T18:01:15Z,2026-08-12T18:01:15Z,
